name,state,cz,tier,cuny,count,par_median,par_q1,par_q2,par_q3,par_q4,par_q5,par_top1,kid_median,kid_q1,kid_q2,kid_q3,kid_q4,kid_q5,kid_top1,kidq1_if_parq1,kidq2_if_parq1,kidq3_if_parq1,kidq4_if_parq1,kidq5_if_parq1,kidtop1_if_parq1
"Stanford University","CA","San Jose","Ivy Plus",0,1516.333333,172600,3.57952,5.827192,8.617161,12.98057,68.99556,14.47945,84800,8.645815,6.636232,7.3925,10.0523,67.27316,20.91417,8.86278,9.262756,9.621816,9.513419,62.73923,18.51455
"Stanly Community College","NC","Charlotte","Two-year (public and private not-for-profit)",0,246.3333333,62200,15.63286,20.91845,27.18451,25.34675,10.91742,.2986877,25200,15.92148,22.29415,27.92181,24.24518,9.617363,.1111671,16.55351,29.5237,26.38183,20.88572,6.655237,0
"Stark State College","OH","Canton","Two-year (public and private not-for-profit)",0,762,67200,9.936981,17.84535,29.9915,31.98458,10.2416,.2328609,29800,12.24309,19.65394,26.94022,25.34433,15.81843,.2532292,15.85591,30.98938,25.28238,19.07454,8.797789,.8636299
"State Center Community College District","CA","Fresno","Two-year (public and private not-for-profit)",0,5160,47600,24.74594,23.82185,19.79133,18.75057,12.89031,.2278131,25200,18.75531,22.03745,23.19331,20.40454,15.60939,.2572116,20.80445,27.16388,25.33773,17.27469,9.419252,.0998209
"State College Of Florida, Manatee-Sarasota","FL","Sarasota","Nonselective four-year public",0,1407,62400,13.1582,21.23569,23.59961,23.1473,18.85919,.9716516,27700,15.36553,20.66931,24.60241,24.41165,14.95109,.2410531,15.98491,25.75622,27.11803,19.78189,11.35895,.3786677
"State University Of New York At Albany","NY","Albany","Selective public",0,2213,98000,8.32878,11.77703,14.90102,22.37107,42.62211,.8129613,56300,7.814348,8.831612,10.73941,22.14991,50.46473,3.521276,8.508814,9.924362,12.63049,25.49231,43.44403,2.710328
"State University Of New York At Buffalo","NY","Buffalo","Selective public",0,2814,95300,8.172602,12.27244,15.21938,25.67952,38.65606,.5995922,52700,7.438825,9.150593,12.53721,24.14608,46.7273,2.692238,10.01514,11.32204,14.53532,21.66285,42.46465,2.467706
"State University Of New York At Farmingdale","NY","New York","Selective public",0,752.6666667,85600,8.948965,14.79761,18.23993,25.94364,32.06985,.7145508,44200,13.85049,11.82004,14.58762,23.16684,36.575,.860904,18.8418,14.2441,17.33825,21.28432,28.29152,0
"State University Of New York At New Paltz","NY","Poughkeepsie","Selective public",0,842,91900,9.897202,11.50133,16.3983,24.10369,38.09949,.318162,46300,8.887519,12.29009,14.95493,25.63955,38.22791,1.100837,8.369385,12.16117,13.31394,28.88212,37.27339,1.566584
"State University Of New York At Stony Brook","NY","New York","Highly selective public",0,2070.666667,73600,16.41662,17.51075,16.1333,19.8456,30.09373,.4420117,60100,9.678018,8.436702,9.22094,18.41759,54.24675,3.004852,11.59495,9.56042,9.249666,18.34967,51.2453,1.944499
"State University Of New York College At Plattsburgh","NY","Plattsburgh","Selective public",0,872,91400,8.286919,11.61796,17.29303,27.72732,35.07478,.3340964,44600,7.766391,10.12744,17.42448,32.23067,32.45103,.9486025,10.17618,12.53355,25.23938,27.42369,24.6272,.9256641
"State University Of New York College At Potsdam","NY","Watertown","Selective public",0,616,83800,7.6338,14.37061,19.90577,30.69287,27.39697,.4567163,39400,9.924778,13.51367,20.34132,33.34824,22.872,.3730682,15.8484,19.64769,16.18692,32.56049,15.75651,.778751
"State University Of New York Institute Of Technology At Utica","NY","Syracuse","Selective public",0,94.66666667,78000,7.84766,14.31162,24.64466,32.34836,20.84771,.0563287,51300,8.30306,2.809573,15.11868,30.57487,43.19382,.0262332,17.97691,10.28387,17.66683,22.53429,31.53811,0
"Stautzenberger College","OH","Toledo","Two-year for-profit",0,102,52800,20.16221,20.68473,20.79037,24.44467,13.91803,.0582298,17100,19.13506,30.38433,29.06931,18.16449,3.246804,.0479112,31.19579,39.59188,20.3309,8.725101,.1563251,.0190272
"Stephen F Austin State University","TX","Nacogdoches","Selective public",0,1842.666667,89300,9.062997,13.95508,16.76906,23.66797,36.5449,.9133407,41900,11.31381,11.42601,16.65673,31.50183,29.10162,1.220944,9.031013,13.50958,21.58731,34.23673,21.63537,.6017171
"Stephens College","MO","Columbia","Selective private",0,100,94500,8.233473,12.48097,16.37819,24.63543,38.27194,2.767511,32900,12.80982,19.65948,27.77152,21.58695,18.17224,.4634033,18.78222,17.95834,36.41329,18.13427,8.711875,.1888827
"Sterling College","KS","Hutchinson","Selective private",0,104.6666667,71600,6.824268,18.45418,27.74992,26.87373,20.09791,.3862475,35000,13.10907,17.16939,19.71274,29.26049,20.74831,.8202024,17.2373,20.03003,22.7689,27.63865,12.32512,0
"Stetson University","FL","Deltona","Selective private",0,444.3333333,98300,7.278545,10.55084,16.74412,21.03266,44.39383,3.956856,44500,11.77119,12.26603,14.70205,23.64908,37.61164,3.117413,11.91178,15.77132,12.85284,23.10692,36.35714,2.144077
"Stevens Henager College","UT","Salt Lake City","Nonselective four-year private not-for-profit",0,249,61000,15.05403,21.43829,25.33652,26.83829,11.33289,.35513,23200,17.63947,22.98121,26.01854,20.29636,13.06443,.3643217,16.03177,27.87189,19.30739,28.18598,8.602963,.9409514
"Stevens Institute Of Technology","NJ","Newark","Highly selective private",0,293,96000,6.867625,13.00324,15.97773,23.97785,40.17356,1.25143,92100,6.334135,2.823901,4.314363,6.988504,79.53909,6.957309,9.743622,9.473685,7.662761,10.64954,62.47039,3.294055
"Stevenson University","MD","Baltimore","Selective private",0,400,99000,4.237664,8.145879,16.61518,29.33208,41.6692,.8027422,55200,7.9498,7.770351,11.48879,25.23385,47.55721,1.173797,17.37589,10.69397,14.7764,18.76735,38.38639,.0266002
"Stillman College","AL","Tuscaloosa","Selective private",0,211.5,37200,29.62233,29.10775,18.13016,15.17799,7.961778,.0908443,29600,10.92467,21.18391,32.17975,24.66905,11.04263,.0948568,12.33343,21.40099,38.34449,23.17136,4.749738,.0199484
"Stonehill College","MA","Providence","Selective private",0,511,123800,1.722926,5.785691,11.00181,24.62778,56.86179,3.138809,64500,6.161868,5.033556,7.629777,23.35795,57.81684,3.533134,12.23257,5.840205,6.87125,38.51774,36.53823,.4006318
"Strayer University","VA","Washington DC","Four-year for-profit",0,613,52700,17.96279,24.51028,22.92639,19.06329,15.53725,.267286,34200,14.27818,17.3085,19.82092,23.74242,24.84998,.4421392,15.78024,22.811,21.70384,22.14223,17.56269,.0032458
"Suffolk County Community College","NY","New York","Two-year (public and private not-for-profit)",0,3799,81200,9.832752,15.38003,18.99793,26.61309,29.17618,.4431859,34600,15.58326,16.9149,18.41831,22.37218,26.71134,.4774968,17.59105,22.50261,20.65812,20.41037,18.83787,.188921
"Suffolk University","MA","Boston","Selective private",0,541,88100,7.673727,13.59562,17.24198,24.87502,36.61366,2.297945,47600,10.65566,10.51601,12.21296,25.19715,41.41821,1.625638,16.3345,12.0069,15.91134,20.78555,34.96171,.8436899
"Sul Ross State University","TX","Alpine","Selective public",0,285.3333333,45000,23.65151,26.24156,21.02147,17.7934,11.29206,.1286835,37100,11.501,16.08887,20.22819,30.16031,22.02163,.6831428,11.28352,17.15866,18.20581,31.15667,22.19535,1.483255
"Sullivan County Community College - SUNY Office Of Community Coll","NY","Poughkeepsie","Two-year (public and private not-for-profit)",0,316.3333333,42800,27.29414,27.12819,21.39149,14.37567,9.81052,.2116218,25900,16.34333,23.63301,26.04565,20.40741,13.57061,.2662896,15.26188,30.63413,26.99086,19.938,7.175129,0
"Sullivan University, Sullivan College Of Technology And Design And Spencerian College","KY","Louisville","Four-year for-profit",0,875.3333333,60900,14.74936,20.64612,25.65792,24.83128,14.11533,.3520729,27700,13.65227,22.04995,28.67509,24.17226,11.45044,.0218581,16.85337,25.6318,30.91799,18.2941,8.30274,.1093987
"Summit College","CA","Los Angeles","Less than two-year schools of any type",0,160,39600,32.92276,25.52575,20.15411,13.81304,7.584333,.1388143,20800,20.41586,24.84365,26.43229,17.80693,10.50127,.0714989,25.08457,25.5651,27.22682,16.26834,5.855181,.0144961
"Sunstate Academy","FL","Cape Coral","Less than two-year schools of any type",0,63.33333333,49200,21.82778,25.58449,26.79763,14.85729,10.93281,.0875246,17000,21.10932,34.40025,29.61198,10.06449,4.813971,.0455826,12.15886,61.07201,20.36714,6.401998,0,0
"Surry Community College","NC","Winston-Salem","Two-year (public and private not-for-profit)",0,527,58400,14.47833,22.7,29.48665,22.09102,11.24401,.2682,27100,15.3899,20.61835,29.05357,23.68426,11.25393,.218145,24.44817,24.91641,28.14805,14.60499,7.88238,.0252366
"Susquehanna University","PA","Sunbury","Selective private",0,442,113300,3.338073,8.859018,13.98607,22.84329,50.97352,3.765419,52900,8.8138,6.859246,10.73481,28.01924,45.57288,3.385036,9.784609,9.963634,19.99879,38.3575,21.89548,0
"Sussex County Community College","NJ","Newark","Two-year (public and private not-for-profit)",0,467.5,84900,6.91966,10.43698,20.01001,34.36005,28.2733,.4213763,31100,16.05698,19.98406,21.12841,21.78109,21.04946,.4361892,20.62983,20.26909,17.99587,24.07668,17.02853,.1276642
"Swarthmore College","PA","Philadelphia","Other elite schools (public and private)",0,325,135900,4.653337,7.791315,10.3372,16.13105,61.0871,8.976655,56700,8.471317,9.944477,11.32512,20.20043,50.05865,8.883292,11.46043,7.6555,9.627682,22.12789,49.12849,13.01739
"Sweet Briar College","VA","Lynchburg","Selective private",0,128.6666667,109900,3.08798,9.986419,13.8778,23.85541,49.19239,3.262426,39000,14.18064,12.3544,17.42789,25.6883,30.34876,1.346793,3.432544,4.622013,29.15103,36.65449,26.13992,0
"Syracuse University","NY","Syracuse","Highly selective private",0,2556,119700,5.689403,9.716631,12.0837,18.63192,53.87834,7.232919,61100,8.085329,8.680532,9.226954,18.88401,55.12317,4.906574,10.79011,8.630114,11.78964,17.16831,51.62183,3.222452
"Tabor College","KS","Newton","Selective private",0,106,74000,5.557858,11.97374,33.22604,23.79475,25.4476,.8748081,32800,16.33314,16.40332,20.14095,24.96325,22.15934,.8502501,10.1191,16.07607,26.92942,8.053271,38.82214,.212658
"Tacoma Community College","WA","Seattle","Two-year (public and private not-for-profit)",0,853,74100,12.21175,16.63427,20.36149,28.47305,22.31944,.5970933,31500,16.45669,18.02081,19.98515,24.59266,20.94469,.3395748,15.385,24.29602,23.0927,22.258,14.96828,0
"Taft College","CA","Bakersfield","Two-year (public and private not-for-profit)",0,153.5,62300,16.3176,18.36037,27.0146,21.42875,16.87868,.0979085,32300,20.60473,19.19472,17.18861,19.1631,23.84884,.5027779,24.81339,31.2921,19.03396,4.232208,20.62834,.0260065
"Tallahassee Community College","FL","Tallahassee","Two-year (public and private not-for-profit)",0,2314.333333,61900,17.12298,21.33859,18.67938,20.63886,22.22019,.8350881,28500,14.43079,20.81995,26.24582,23.73169,14.77175,.4250809,16.29868,27.75598,28.83328,20.11771,6.994344,.1695502
"Tarleton State University","TX","Stephenville","Selective public",0,960.6666667,75900,9.197844,15.23543,23.79014,28.50401,23.2726,.6537419,41000,10.43581,12.15552,17.68181,29.83105,29.89583,1.393013,12.01374,14.33511,21.64368,29.52718,22.48028,.7156099
"Tarrant County College District","TX","Fort Worth","Two-year (public and private not-for-profit)",0,5624,75400,10.46481,16.68171,21.43552,25.74232,25.67564,.6023518,32900,14.28424,16.91161,22.05508,26.45969,20.28937,.3937243,13.75702,21.1092,24.73152,24.7686,15.63366,.4502342
"Taylor University","IN","Muncie","Selective private",0,587.3333333,102100,4.998586,8.510327,17.46905,24.59587,44.42616,4.44702,34200,16.83641,16.65589,16.1636,22.63372,27.71037,2.729754,24.36785,16.25833,13.7056,24.88182,20.78639,1.159058
"Technical Career Institutes","NY","New York","Two-year for-profit",0,562,29700,40.3024,32.35418,16.35236,7.361539,3.629529,.0292179,31300,15.32475,19.34476,21.47289,22.50852,21.34909,.1143855,15.54389,21.08895,21.35044,22.17297,19.84375,.1431327
"Temple College","TX","Killeen","Two-year (public and private not-for-profit)",0,658,63900,14.7282,19.0603,24.21446,26.36368,15.63337,.3114671,31600,11.88851,18.17887,25.69519,28.53145,15.70598,.2537409,11.73931,23.61186,29.30395,22.81503,12.52985,.0150978
"Temple University","PA","Philadelphia","Selective public",0,2996.666667,82700,9.283718,15.0391,19.38467,24.92245,31.37005,.7759069,46700,9.999907,11.5049,13.93096,26.52646,38.03776,1.598846,9.651194,13.95081,14.13938,26.66501,35.5936,1.675778
"Tennessee College Of Applied Technology - Dickson","TN","Dickson","Two-year (public and private not-for-profit)",0,91,70900,13.44097,20.26775,23.56204,31.50596,11.22329,.1818054,22500,23.95549,19.8401,26.1758,20.72351,9.305104,.0464647,26.90959,11.1478,26.71249,27.25808,7.972038,0
"Tennessee College Of Applied Technology - Knoxville","TN","Knoxville","Two-year (public and private not-for-profit)",0,135,55200,17.61377,24.96103,26.85089,23.74152,6.832804,.0988406,20100,19.38955,24.84844,26.37269,21.21914,8.170182,.115145,13.25757,32.30003,25.02992,19.11687,10.29562,.0020906
"Tennessee College Of Applied Technology - Morristown","TN","Morristown","Two-year (public and private not-for-profit)",0,136.5,49300,23.51933,25.12528,27.39508,18.17632,5.783974,.181361,25000,17.91277,21.27086,27.24613,22.09064,11.47961,.0009806,18.31352,23.39126,34.59821,18.04215,5.65486,.1069795
"Tennessee College Of Applied Technology-Jackson","TN","Jackson","Two-year (public and private not-for-profit)",0,108.5,54600,17.66683,23.32395,26.56528,25.51146,6.93249,.1182624,30000,9.947911,22.38731,22.07918,27.12155,18.46406,.0402052,10.26909,22.22264,34.24554,14.9276,18.33513,.0118883
"Tennessee College Of Applied Technology-Memphis","TN","Memphis","Two-year (public and private not-for-profit)",0,153,43900,24.18985,30.0164,20.00377,15.60134,10.18863,.2248728,28100,16.14016,24.60453,25.64376,20.88591,12.72564,.1018312,15.94586,33.38682,29.8445,17.13505,3.68778,.0130919
"Tennessee College Of Applied Technology-Shelbyville","TN","Tullahoma","Two-year (public and private not-for-profit)",0,103,61500,14.18585,19.9998,34.12337,23.44598,8.245004,.0505221,31500,9.886314,20.023,25.97986,22.45045,21.66039,.0581499,13.84808,31.07747,21.56668,20.93526,12.5725,0
"Tennessee State University","TN","Nashville","Selective public",0,1066.333333,52600,18.18344,26.62895,21.37113,19.536,14.28048,.1585586,36200,7.640539,15.15123,25.52183,30.01442,21.67198,.3599355,8.999884,17.87734,26.4151,30.51769,16.18999,.3529945
"Tennessee Technological University","TN","Cookeville","Selective public",0,1298.666667,78400,9.502485,14.17765,22.07114,28.19567,26.05305,.7972459,39700,10.45668,12.36372,19.39508,26.82828,30.95624,.917487,12.95716,16.0478,24.49212,22.28114,24.22177,0
"Tennessee Wesleyan College","TN","Cleveland","Selective private",0,108.6666667,71800,14.09186,12.43558,25.31997,30.11371,18.03888,.1466783,36300,9.008786,17.56022,22.21006,31.37767,19.84327,.0857482,14.97218,18.99632,32.3898,26.64232,6.999393,.0802342
"Terra State Community College","OH","Findlay","Two-year (public and private not-for-profit)",0,503.6666667,64200,10.64265,21.01448,31.17649,29.55194,7.614427,.144461,30600,11.86239,20.53907,26.41504,26.98603,14.19748,.1198081,14.05428,30.27945,29.25379,18.44232,7.970163,0
"Texarkana College","TX","Texarkana","Two-year (public and private not-for-profit)",0,689,61200,18.79579,18.47403,22.68491,26.01706,14.02821,.2994509,28500,15.73857,20.11732,25.6874,22.79084,15.66587,.1470158,18.8112,26.22584,27.42531,15.80057,11.73708,0
"Texas A&M International University","TX","Laredo","Nonselective four-year public",0,258,35400,31.89379,28.80648,17.10873,11.62361,10.56738,.4641953,42800,9.73562,11.35961,16.58193,35.02005,27.30279,.1795437,8.42705,10.40033,17.48205,38.3333,25.35727,.006767
"Texas A&M University","TX","College Station","Highly selective public",0,7121,119400,3.212814,6.644563,12.3436,22.14322,55.65582,2.928296,59400,11.2409,7.989247,8.334655,19.73421,52.70098,5.782042,11.2933,8.628599,12.23897,23.17982,44.6593,4.211827
"Texas A&M University - Commerce","TX","Paris","Selective public",0,598.6666667,72800,12.2353,17.18687,20.61979,28.27621,21.68184,.447319,38000,9.054036,12.33957,22.32504,32.77927,23.5021,.9976149,10.45659,11.5253,29.01218,33.20522,15.80071,.4484846
"Texas A&M University - Corpus Christi","TX","Corpus Christi","Selective public",0,791,81700,9.655017,14.11426,19.45324,28.1472,28.63028,.6742945,43400,12.06665,10.75432,14.62352,30.21822,32.33728,.9815037,11.51868,14.41658,16.44992,33.82653,23.78828,.8795183
"Texas A&M University - Kingsville","TX","Corpus Christi","Selective public",0,823,47700,25.40534,22.90791,19.21116,19.46413,13.01146,.2982247,39800,11.26827,13.22158,18.14174,27.12076,30.24764,1.611895,14.98541,17.25513,20.79625,26.12703,20.83618,.6395175
"Texas Christian University","TX","Fort Worth","Highly selective private",0,1262.333333,142700,2.707084,6.926226,10.40776,16.57261,63.38632,8.526078,52200,11.6917,10.32556,10.30268,21.47075,46.20931,5.469308,5.809181,15.5302,19.66629,21.60886,37.38546,4.83065
"Texas Lutheran University","TX","San Antonio","Selective private",0,268.5,92800,6.338712,12.77402,14.88101,27.10137,38.90488,1.128977,47600,7.51488,8.532898,16.12504,33.80356,34.02363,1.82448,7.737917,9.81042,8.262453,36.14569,38.04352,2.749613
"Texas School Of Business","TX","Houston","Two-year for-profit",0,317,31100,38.51234,33.39425,15.92144,7.862535,4.309434,.1396196,20200,18.56636,29.89264,32.52565,14.98423,4.031118,0,18.09083,31.87921,30.84625,15.58052,3.603198,0
"Texas Southern University","TX","Houston","Selective public",0,1115.666667,36300,30.84481,30.85569,18.75253,12.88559,6.661376,.003013,27700,13.70188,22.96828,27.17768,23.38115,12.771,.1262414,15.42024,26.31338,27.3186,19.89628,11.05151,.1973666
"Texas State Technical College","TX","Waco","Two-year (public and private not-for-profit)",0,1095.166667,56400,19.123,22.07749,23.41385,21.64136,13.7443,.339796,33900,14.19747,17.96075,19.86253,21.41185,26.56739,.7250512,18.8506,22.49336,26.48112,17.06113,15.11379,.2329816
"Texas State Technical College Harlingen","TX","Brownsville","Two-year (public and private not-for-profit)",0,873.6666667,29100,43.21106,27.71003,13.77129,10.76089,4.546718,.2286982,25400,13.93647,23.38401,27.21224,20.49331,14.97397,.3434719,13.62819,24.36724,27.87894,19.91098,14.21465,.457263
"Texas State Technical College West Texas","TX","Sweetwater","Two-year (public and private not-for-profit)",0,411.5,41000,26.87678,27.80473,24.65109,14.13106,6.536349,.3218562,28900,15.82022,20.32461,23.58171,20.26137,20.0121,.5116588,17.44268,24.71472,22.38506,18.80125,16.6563,.2854597
"Texas State University","TX","Austin","Selective public",0,3032.333333,100900,6.118176,10.29032,15.44522,25.71982,42.42647,1.247808,44000,11.30561,10.74251,14.12571,30.5614,33.26478,1.431078,12.55897,11.57699,14.54186,36.9331,24.38908,.5353322
"Texas Tech University","TX","Lubbock","Selective public",0,4093.333333,110300,4.597632,8.585489,14.16591,23.31466,49.33629,2.421516,48800,11.33181,9.874084,11.90755,24.22325,42.6633,3.566013,12.57611,13.68497,15.17099,24.83279,33.73515,2.846702
"Texas Wesleyan University","TX","Fort Worth","Selective private",0,124,62800,12.67219,23.24424,19.05597,27.5164,17.51119,.8743925,42000,9.985195,12.81283,19.37688,31.64508,26.18002,.6309256,12.67499,1.228761,23.49382,52.28556,10.31686,.0993104
"Texas Woman's University","TX","Dallas","Selective public",0,434,82600,9.365273,15.98213,18.47731,24.97398,31.20131,.617123,40200,11.36362,12.20553,18.83936,32.8827,24.7088,.6161118,9.802494,15.41414,21.45983,26.26519,27.05835,0
"Thiel College","PA","Youngstown","Selective private",0,251.6666667,69500,11.73405,15.28149,27.42089,32.22808,13.3355,.4396311,36300,9.998828,14.01243,22.40281,30.79743,22.78851,.2211217,13.82517,23.8431,20.48297,24.9207,16.92806,.0914378
"Thomas A Edison State College","NJ","Newark","Nonselective four-year public",0,222.6666667,79300,10.35151,15.39652,20.06774,22.59142,31.5928,2.549209,37500,16.01055,16.48412,14.3892,17.49881,35.61731,1.049724,8.729747,18.82384,16.05918,15.92725,40.45998,.004635
"Thomas College","ME","Portland","Selective private",0,125.6666667,60700,13.10293,21.17294,29.34646,26.27555,10.10213,.0529761,38000,8.766084,12.15106,21.2334,34.11141,23.73804,.0077784,11.70272,15.06266,24.09014,26.33777,22.80672,.0366587
"Thomas More College","KY","Cincinnati","Selective private",0,182.1666667,89700,5.764756,12.23034,19.20593,31.33253,31.46643,1.148017,45600,8.884439,9.808055,16.72568,29.05016,35.53166,2.013478,23.18666,21.16169,9.665775,26.73553,19.25035,1.251579
"Thomas Nelson Community College","VA","Newport News","Two-year (public and private not-for-profit)",0,1232,65800,13.85717,19.54245,23.93619,27.14969,15.5145,.2159262,27500,15.01275,20.63605,25.00135,25.30675,14.04311,.1037645,15.67171,26.31155,28.71442,21.31017,7.992156,.1943617
"Three Rivers Community College of Norwich, CT","CT","Bridgeport","Two-year (public and private not-for-profit)",0,526.3333333,76200,9.133436,14.54405,22.61368,31.92707,21.78177,.2939451,32500,13.73505,19.31262,23.01505,26.36753,17.56976,.1036307,18.76361,24.57353,19.76954,27.92309,8.970235,.0244841
"Three Rivers Community College of Poplar Bluff, MO","MO","Poplar Bluff","Two-year (public and private not-for-profit)",0,621.3333333,46700,22.63338,26.58085,25.43788,19.16899,6.178884,.1262056,24500,15.40699,24.90221,28.92056,18.58682,12.18342,.1294283,20.30977,30.21291,28.18658,11.86747,9.423275,.2522245
"Tidewater Community College","VA","Virginia Beach","Two-year (public and private not-for-profit)",0,3159,65500,14.84977,18.10065,24.13979,26.67081,16.23898,.2854445,28900,14.26561,21.0071,24.77046,24.85451,15.10232,.1244632,16.18265,27.90842,24.55796,20.71791,10.63304,.0684501
"Tiffin University","OH","Findlay","Selective private",0,186,75400,7.716009,15.59948,24.20251,33.1557,19.3263,.5548902,38400,9.835926,11.11606,21.8724,31.57372,25.60188,.5377451,23.14606,9.295932,37.15017,23.3265,7.081327,.0003692
"Tompkins Cortland Community College","NY","Elmira","Two-year (public and private not-for-profit)",0,593,58900,14.99777,22.03488,26.91488,24.21284,11.83962,.1844205,27200,15.15885,22.47702,26.63821,23.21897,12.50694,.1235712,17.10874,29.596,28.19672,16.76371,8.334834,.0198262
"Transylvania University","KY","Lexington-Fayette","Selective private",0,260,98300,4.87327,8.929646,17.73522,25.65444,42.80742,4.689144,45200,8.136316,11.43499,14.78079,28.23169,37.41621,3.62596,11.39479,14.0198,10.71814,32.10947,31.75779,2.829711
"Treasure Valley Community College","OR","Ontario","Two-year (public and private not-for-profit)",0,387,52000,18.04016,25.45983,26.81737,21.23188,8.450762,.1294554,23900,15.27593,26.05525,26.54917,20.80901,11.31064,.2634628,13.33565,32.48306,28.94942,17.63666,7.595201,0
"Trevecca Nazarene University","TN","Nashville","Selective private",0,203.6666667,79400,5.285085,14.9586,23.44292,34.05076,22.26263,.3322792,34000,12.50763,16.09642,23.42072,28.05566,19.91957,.2034743,18.0473,16.43099,27.2627,30.3059,7.953118,3.099908
"Tri-County Community College","NC","Andrews","Two-year (public and private not-for-profit)",0,168,44100,23.83131,29.48523,26.08637,13.71456,6.882534,.4323199,19000,19.37698,29.50266,26.16084,18.45543,6.504086,.0239168,26.24172,32.76693,23.71589,13.10506,4.1704,0
"Tri-County Technical College","SC","Greenville","Two-year (public and private not-for-profit)",0,778.3333333,64000,13.50175,19.0872,25.85025,26.21074,15.35007,.236593,28500,14.42591,20.89879,27.41599,23.57195,13.68738,.1208341,18.03765,26.34304,31.13434,15.44814,9.036838,.0293463
"Triangle Tech","PA","Pittsburgh","Two-year for-profit",0,327,55800,17.49585,22.25926,29.10655,23.03917,8.09918,0,37500,11.30259,13.52129,20.03173,29.9798,25.1646,.2272239,14.70505,17.21946,22.53904,20.11362,25.42283,.4690835
"Trident Technical College","SC","Charleston","Two-year (public and private not-for-profit)",0,1909,63500,16.77578,18.85835,22.37186,25.21964,16.77436,.5022754,27200,15.74267,20.39221,27.30532,22.89403,13.66576,.128463,16.1376,25.20715,33.14951,16.33583,9.169907,.0118224
"Trine University","IN","Fort Wayne","Selective private",0,214.5,83700,4.236803,12.01108,22.17596,35.7727,25.80345,.3987761,50800,7.211186,6.868448,14.06511,28.01263,43.84262,.5042192,13.52093,.7124088,21.60208,17.12527,47.03931,.1766007
"Trinity Christian College","IL","Chicago","Selective private",0,179.6666667,92700,4.702474,7.387714,18.80836,33.59551,35.50594,2.761394,37800,14.68507,16.70333,14.77923,26.6146,27.21777,.9104851,16.1238,25.68854,10.84631,23.86382,23.47753,.0421252
"Trinity College of Hartford, CT","CT","Bridgeport","Highly selective private",0,458,198000,3.644606,5.281717,8.603106,13.12731,69.34325,19.21791,67300,9.59284,8.279593,8.523425,15.20726,58.39687,10.1247,4.767532,3.1762,10.31098,27.18211,54.56317,6.153174
"Trinity International University","IL","Chicago","Selective private",0,209.6666667,86400,5.258612,11.97609,19.23446,33.79462,29.73622,.7744628,33700,16.19695,18.09896,18.16995,21.74386,25.79028,1.215502,17.11277,13.73509,24.32407,33.30945,11.51862,0
"Trinity University","TX","San Antonio","Highly selective private",0,561.3333333,153200,2.454515,5.884796,9.539535,16.12277,65.99839,8.962511,58100,9.632238,8.528239,9.68796,20.24173,51.90984,6.786158,16.55264,.9670095,11.37231,23.31183,47.79621,0
"Trinity Valley Community College","TX","Tyler","Two-year (public and private not-for-profit)",0,841.6666667,55700,19.36948,21.3839,26.34683,22.18181,10.71801,.1213536,29000,15.61579,19.56013,25.01856,22.05373,17.75181,.4239383,16.87005,22.2682,27.29344,21.446,12.1223,.0143865
"Triton College","IL","Chicago","Two-year (public and private not-for-profit)",0,1415.666667,63800,12.71834,20.94517,24.30246,25.54981,16.48422,.2914238,33700,12.86183,17.12879,21.90115,24.323,23.78523,.2463263,15.47536,22.647,26.98469,19.67362,15.21934,.2113004
"Trocaire College","NY","Buffalo","Nonselective four-year private not-for-profit",0,82.5,65400,23.65247,17.6581,19.80836,24.89269,13.98836,.2357184,38200,8.914462,24.20792,18.9149,21.33005,26.63267,.2589565,5.812574,34.12086,17.14806,14.43903,28.47948,.0944289
"Troy University And Troy State Universities, Montgomery And Dothan","AL","Troy","Selective public",0,1424,64400,15.58865,18.98129,22.26549,24.68911,18.47545,.1813903,35800,11.42703,14.77573,22.68848,31.00298,20.10577,.4515954,12.91251,18.43778,27.92877,25.57791,15.14303,.2951533
"Truckee Meadows Community College","NV","Reno","Two-year (public and private not-for-profit)",0,1219,72900,9.435819,17.71132,23.0554,27.54092,22.25653,.5017645,30100,14.93161,20.14774,22.54284,23.49948,18.87832,.2404973,18.95889,24.03077,22.7406,22.70972,11.56002,.0004243
"Truett Mcconnell College","GA","Gainesville","Nonselective four-year private not-for-profit",0,464,103100,5.335607,9.087749,18.42951,21.61808,45.52906,3.098765,32200,15.39337,17.24492,22.67954,25.73509,18.94708,.7451159,17.02846,21.15742,21.39147,24.38815,16.0345,2.682214
"Truman State University","MO","Kirksville","Selective public",0,1276.666667,104700,2.608363,7.690838,14.53439,29.81881,45.34761,.5236629,46400,8.37713,9.630942,15.62942,27.61703,38.74548,2.512238,5.455044,18.52208,25.50033,21.76659,28.75595,1.977655
"Tufts University","MA","Boston","Other elite schools (public and private)",0,1109,187900,3.42082,5.543816,7.413378,12.85585,70.76614,14.42702,73100,7.267888,6.516147,7.976542,14.16113,64.0783,10.81592,8.989956,3.488806,12.06491,13.28982,62.16651,10.3196
"Tulsa Community College","OK","Tulsa","Two-year (public and private not-for-profit)",0,2224.333333,69800,12.69865,17.5645,22.45146,26.34772,20.93766,.5147907,30000,16.17424,18.36725,24.02031,22.92634,18.51185,.4620906,18.56809,23.89766,26.81443,18.19148,12.52834,.2523838
